Modele;Couleur;Taille;Prix Achat;Prix Vente;Saison;Code complet;Code incomplet;Prix achat (bis)
BRACELETGREAT;YELL;M;3,6;13;PER;BRACELETGREAT|YELL|M;BRACELETGREAT|M;3,6
BRACELETGREAT;YELL;L;3,6;13;PER;BRACELETGREAT|YELL|L;BRACELETGREAT|L;3,6
BRACELETGREAT;YELL;XL;3,6;13;PER;BRACELETGREAT|YELL|XL;BRACELETGREAT|XL;3,6
BRACELETOPALINO;CITRO;XS;3,6;13;E17;BRACELETOPALINO|CITRO|XS;BRACELETOPALINO|XS;3,6
BRACELETOPALINO;CITRO;S;3,6;13;E17;BRACELETOPALINO|CITRO|S;BRACELETOPALINO|S;3,6
BRACELETOPALINO;CITRO;M;3,6;13;E17;BRACELETOPALINO|CITRO|M;BRACELETOPALINO|M;3,6
BRACELETOPALINO;CITRO;L;3,6;13;E17;BRACELETOPALINO|CITRO|L;BRACELETOPALINO|L;3,6
BRACELETOPALINO;CITRO;XL;3,6;13;E17;BRACELETOPALINO|CITRO|XL;BRACELETOPALINO|XL;3,6
BRACELETOPALINO;FRAG;XS;3,6;13;E17;BRACELETOPALINO|FRAG|XS;BRACELETOPALINO|XS;3,6
BRACELETOPALINO;FRAG;S;3,6;13;E17;BRACELETOPALINO|FRAG|S;BRACELETOPALINO|S;3,6
BRACELETOPALINO;FRAG;M;3,6;13;E17;BRACELETOPALINO|FRAG|M;BRACELETOPALINO|M;3,6
BRACELETOPALINO;FRAG;L;3,6;13;E17;BRACELETOPALINO|FRAG|L;BRACELETOPALINO|L;3,6
BRACELETOPALINO;FRAG;XL;3,6;13;E17;BRACELETOPALINO|FRAG|XL;BRACELETOPALINO|XL;3,6
BRACELETOPALINO;MENTH;XS;3,6;13;E17;BRACELETOPALINO|MENTH|XS;BRACELETOPALINO|XS;3,6
BRACELETOPALINO;MENTH;S;3,6;13;E17;BRACELETOPALINO|MENTH|S;BRACELETOPALINO|S;3,6
BRACELETOPALINO;MENTH;M;3,6;13;E17;BRACELETOPALINO|MENTH|M;BRACELETOPALINO|M;3,6
BRACELETOPALINO;MENTH;L;3,6;13;E17;BRACELETOPALINO|MENTH|L;BRACELETOPALINO|L;3,6
BRACELETOPALINO;MENTH;XL;3,6;13;E17;BRACELETOPALINO|MENTH|XL;BRACELETOPALINO|XL;3,6
BRACELETOPALINO;ORANG;XS;3,6;13;E17;BRACELETOPALINO|ORANG|XS;BRACELETOPALINO|XS;3,6
BRACELETOPALINO;ORANG;S;3,6;13;E17;BRACELETOPALINO|ORANG|S;BRACELETOPALINO|S;3,6
BRACELETOPALINO;ORANG;M;3,6;13;E17;BRACELETOPALINO|ORANG|M;BRACELETOPALINO|M;3,6
BRACELETOPALINO;ORANG;L;3,6;13;E17;BRACELETOPALINO|ORANG|L;BRACELETOPALINO|L;3,6
BRACELETOPALINO;ORANG;XL;3,6;13;E17;BRACELETOPALINO|ORANG|XL;BRACELETOPALINO|XL;3,6
BRACELETOPALINO;PUFFO;XS;3,6;13;E17;BRACELETOPALINO|PUFFO|XS;BRACELETOPALINO|XS;3,6
BRACELETOPALINO;PUFFO;S;3,6;13;E17;BRACELETOPALINO|PUFFO|S;BRACELETOPALINO|S;3,6
BRACELETOPALINO;PUFFO;M;3,6;13;E17;BRACELETOPALINO|PUFFO|M;BRACELETOPALINO|M;3,6
BRACELETOPALINO;PUFFO;L;3,6;13;E17;BRACELETOPALINO|PUFFO|L;BRACELETOPALINO|L;3,6
BRACELETOPALINO;PUFFO;XL;3,6;13;E17;BRACELETOPALINO|PUFFO|XL;BRACELETOPALINO|XL;3,6
BRACELETWICKER;BLACK;XS;4,08;13;PER;BRACELETWICKER|BLACK|XS;BRACELETWICKER|XS;4,08
BRACELETWICKER;BLACK;S;4,08;13;PER;BRACELETWICKER|BLACK|S;BRACELETWICKER|S;4,08
BRACELETWICKER;BLACK;M;4,08;13;PER;BRACELETWICKER|BLACK|M;BRACELETWICKER|M;4,08
BRACELETWICKER;BLACK;L;4,08;13;PER;BRACELETWICKER|BLACK|L;BRACELETWICKER|L;4,08
BRACELETWICKER;BLACK;XL;4,08;13;PER;BRACELETWICKER|BLACK|XL;BRACELETWICKER|XL;4,08
BRACELETWICKER;BROWN;XS;4,08;13;PER;BRACELETWICKER|BROWN|XS;BRACELETWICKER|XS;4,08
BRACELETWICKER;BROWN;S;4,08;13;PER;BRACELETWICKER|BROWN|S;BRACELETWICKER|S;4,08
BRACELETWICKER;BROWN;M;4,08;13;PER;BRACELETWICKER|BROWN|M;BRACELETWICKER|M;4,08
BRACELETWICKER;BROWN;L;4,08;13;PER;BRACELETWICKER|BROWN|L;BRACELETWICKER|L;4,08
BRACELETWICKER;BROWN;XL;4,08;13;PER;BRACELETWICKER|BROWN|XL;BRACELETWICKER|XL;4,08
BRACELETWICKER;MARRO;XS;4,08;13;PER;BRACELETWICKER|MARRO|XS;BRACELETWICKER|XS;4,08
BRACELETWICKER;MARRO;S;4,08;13;PER;BRACELETWICKER|MARRO|S;BRACELETWICKER|S;4,08
BRACELETWICKER;MARRO;M;4,08;13;PER;BRACELETWICKER|MARRO|M;BRACELETWICKER|M;4,08
BRACELETWICKER;MARRO;L;4,08;13;PER;BRACELETWICKER|MARRO|L;BRACELETWICKER|L;4,08
BRACELETWICKER;MARRO;XL;4,08;13;PER;BRACELETWICKER|MARRO|XL;BRACELETWICKER|XL;4,08
BRACELETWICKER;OTTAN;XS;4,08;13;PER;BRACELETWICKER|OTTAN|XS;BRACELETWICKER|XS;4,08
BRACELETWICKER;OTTAN;S;4,08;13;PER;BRACELETWICKER|OTTAN|S;BRACELETWICKER|S;4,08
BRACELETWICKER;OTTAN;M;4,08;13;PER;BRACELETWICKER|OTTAN|M;BRACELETWICKER|M;4,08
BRACELETWICKER;OTTAN;L;4,08;13;PER;BRACELETWICKER|OTTAN|L;BRACELETWICKER|L;4,08
BRACELETWICKER;OTTAN;XL;4,08;13;PER;BRACELETWICKER|OTTAN|XL;BRACELETWICKER|XL;4,08
BRACELETWICKER;POLVE;XS;4,08;13;PER;BRACELETWICKER|POLVE|XS;BRACELETWICKER|XS;4,08
BRACELETWICKER;POLVE;S;4,08;13;PER;BRACELETWICKER|POLVE|S;BRACELETWICKER|S;4,08
BRACELETWICKER;POLVE;M;4,08;13;PER;BRACELETWICKER|POLVE|M;BRACELETWICKER|M;4,08
BRACELETWICKER;POLVE;L;4,08;13;PER;BRACELETWICKER|POLVE|L;BRACELETWICKER|L;4,08
BRACELETWICKER;POLVE;XL;4,08;13;PER;BRACELETWICKER|POLVE|XL;BRACELETWICKER|XL;4,08
BRACELETWICKER;ROCK;XS;4,08;13;PER;BRACELETWICKER|ROCK|XS;BRACELETWICKER|XS;4,08
BRACELETWICKER;ROCK;S;4,08;13;PER;BRACELETWICKER|ROCK|S;BRACELETWICKER|S;4,08
BRACELETWICKER;ROCK;M;4,08;13;PER;BRACELETWICKER|ROCK|M;BRACELETWICKER|M;4,08
BRACELETWICKER;ROCK;L;4,08;13;PER;BRACELETWICKER|ROCK|L;BRACELETWICKER|L;4,08
BRACELETWICKER;ROCK;XL;4,08;13;PER;BRACELETWICKER|ROCK|XL;BRACELETWICKER|XL;4,08
BRACELETWICKER;WHITE;XS;4,08;13;PER;BRACELETWICKER|WHITE|XS;BRACELETWICKER|XS;4,08
BRACELETWICKER;WHITE;S;4,08;13;PER;BRACELETWICKER|WHITE|S;BRACELETWICKER|S;4,08
BRACELETWICKER;WHITE;M;4,08;13;PER;BRACELETWICKER|WHITE|M;BRACELETWICKER|M;4,08
BRACELETWICKER;WHITE;L;4,08;13;PER;BRACELETWICKER|WHITE|L;BRACELETWICKER|L;4,08
BRACELETWICKER;WHITE;XL;4,08;13;PER;BRACELETWICKER|WHITE|XL;BRACELETWICKER|XL;4,08
BRADAISYBIG;UNI;S;3,07;12;H17;BRADAISYBIG|UNI|S;BRADAISYBIG|S;3,07
BRADAISYBIG;UNI;M;3,07;12;H17;BRADAISYBIG|UNI|M;BRADAISYBIG|M;3,07
BRAFLEUR;UNI;S;4,56;12;H16;BRAFLEUR|UNI|S;BRAFLEUR|S;4,56
BRAFLEUR;UNI;M;4,56;12;H16;BRAFLEUR|UNI|M;BRAFLEUR|M;4,56
BRAFLEURSL;UNI;S;3,07;12;E18;BRAFLEURSL|UNI|S;BRAFLEURSL|S;3,07
BRAFLEURSL;UNI;M;3,07;12;E18;BRAFLEURSL|UNI|M;BRAFLEURSL|M;3,07
BRAKNOTDOUBLE;UNI;S;3,6;12;H17;BRAKNOTDOUBLE|UNI|S;BRAKNOTDOUBLE|S;3,6
BRAKNOTDOUBLE;UNI;M;3,6;12;H17;BRAKNOTDOUBLE|UNI|M;BRAKNOTDOUBLE|M;3,6
BRAKNOTDOUBLE;UNI;L;3,6;12;H17;BRAKNOTDOUBLE|UNI|L;BRAKNOTDOUBLE|L;3,6
BRAKNOTDOUBLE;UNI;XL;3,6;12;H17;BRAKNOTDOUBLE|UNI|XL;BRAKNOTDOUBLE|XL;3,6
BRAKNOTSINGLE;UNI;S;3,6;12;H17;BRAKNOTSINGLE|UNI|S;BRAKNOTSINGLE|S;3,6
BRAKNOTSINGLE;UNI;M;3,6;12;H17;BRAKNOTSINGLE|UNI|M;BRAKNOTSINGLE|M;3,6
BRAKNOTSINGLE;UNI;L;3,6;12;H17;BRAKNOTSINGLE|UNI|L;BRAKNOTSINGLE|L;3,6
BRAKNOTSINGLE;UNI;XL;3,6;12;H17;BRAKNOTSINGLE|UNI|XL;BRAKNOTSINGLE|XL;3,6
BRAN;UNI;0;4,8;10;H16;BRAN|UNI|0;BRAN|0;4,8
BRAN/AVIATOR;UNI;0;4,8;15;H17;BRAN/AVIATOR|UNI|0;BRAN/AVIATOR|0;4,8
CANBASECO;ANIM;0;18;60;H16;CANBASECO|ANIM|0;CANBASECO|0;18
CANBASECO;BLACK;0;18;60;H16;CANBASECO|BLACK|0;CANBASECO|0;18
CANBASECO;BLUE;0;18;60;E16;CANBASECO|BLUE|0;CANBASECO|0;18
CANBASECO;DOVE;0;18;65;H16;CANBASECO|DOVE|0;CANBASECO|0;18
CANBASECO;GREY;0;18;60;E16;CANBASECO|GREY|0;CANBASECO|0;18
CANBASECO;IRIS;0;20,64;65;H16;CANBASECO|IRIS|0;CANBASECO|0;20,64
CANBASECO;LAGRI;0;18;60;H16;CANBASECO|LAGRI|0;CANBASECO|0;18
CANBASECO;LANOI;0;20,4;65;H15;CANBASECO|LANOI|0;CANBASECO|0;20,4
CANBASECO;LAPDO;0;18;60;H16;CANBASECO|LAPDO|0;CANBASECO|0;18
CANBASECO;LAPGR;0;18;60;H16;CANBASECO|LAPGR|0;CANBASECO|0;18
CANBASECO;LAPNA;0;18;60;H16;CANBASECO|LAPNA|0;CANBASECO|0;18
CANBASECO;NATUR;0;18;60;E16;CANBASECO|NATUR|0;CANBASECO|0;18
CANBASECO;NOC;0;20,64;65;H16;CANBASECO|NOC|0;CANBASECO|0;20,64
CANBASECO;PORP;0;20,64;65;H16;CANBASECO|PORP|0;CANBASECO|0;20,64
CANBASECO;REBL;0;18;60;H16;CANBASECO|REBL|0;CANBASECO|0;18
CANBASECO;REBOR;0;18;60;H16;CANBASECO|REBOR|0;CANBASECO|0;18
CANBASECO;REBOU;0;18;60;E16;CANBASECO|REBOU|0;CANBASECO|0;18
CANBASECO;REDO;0;18,24;60;H16;CANBASECO|REDO|0;CANBASECO|0;18,24
CANBASECO;REGR;0;20,64;65;H16;CANBASECO|REGR|0;CANBASECO|0;20,64
CANBASECO;RETES;0;20,64;65;H16;CANBASECO|RETES|0;CANBASECO|0;20,64
CANBASECO;REVIO;0;20,64;65;H16;CANBASECO|REVIO|0;CANBASECO|0;20,64
CANBASFOU;BEIGE;0;36;100;H15;CANBASFOU|BEIGE|0;CANBASFOU|0;36
CANBASFOU;BLACK;0;36;100;H15;CANBASFOU|BLACK|0;CANBASFOU|0;36
CANBASFOU;CAMOU;0;36;100;H15;CANBASFOU|CAMOU|0;CANBASFOU|0;36
CANBASFOU;PDP;0;36;100;H15;CANBASFOU|PDP|0;CANBASFOU|0;36
CANOBASKET;AJNAT;0;14,16;40;E17;CANOBASKET|AJNAT|0;CANOBASKET|0;14,16
CANOBASKET;AJWHI;0;14,16;40;E17;CANOBASKET|AJWHI|0;CANOBASKET|0;14,16
CANOBASKET;BLACK;0;9,6;25;H16;CANOBASKET|BLACK|0;CANOBASKET|0;9,6
CANOBASKET;BOUJA;0;10,8;35;H16;CANOBASKET|BOUJA|0;CANOBASKET|0;10,8
CANOBASKET;BOUNO;0;10,8;35;H16;CANOBASKET|BOUNO|0;CANOBASKET|0;10,8
CANOBASKET;BOUOR;0;10,8;35;H16;CANOBASKET|BOUOR|0;CANOBASKET|0;10,8
CANOBASKET;CAMET;0;9,13;30;E16;CANOBASKET|CAMET|0;CANOBASKET|0;9,13
CANOBASKET;CHABI;0;10,8;35;H16;CANOBASKET|CHABI|0;CANOBASKET|0;10,8
CANOBASKET;CHABW;0;10,8;35;H16;CANOBASKET|CHABW|0;CANOBASKET|0;10,8
CANOBASKET;CHADM;0;10,8;35;H16;CANOBASKET|CHADM|0;CANOBASKET|0;10,8
CANOBASKET;CHAMU;0;10,8;35;E16;CANOBASKET|CHAMU|0;CANOBASKET|0;10,8
CANOBASKET;E;0;9,6;25;E15;CANOBASKET|E|0;CANOBASKET|0;9,6
CANOBASKET;FAN;0;9,6;25;E15;CANOBASKET|FAN|0;CANOBASKET|0;9,6
CANOBASKET;FEUIL;0;18,8;50;E16;CANOBASKET|FEUIL|0;CANOBASKET|0;18,8
CANOBASKET;FLACQ;0;10,8;35;E16;CANOBASKET|FLACQ|0;CANOBASKET|0;10,8
CANOBASKET;FLBL;0;9,6;25;E15;CANOBASKET|FLBL|0;CANOBASKET|0;9,6
CANOBASKET;FLGR;0;9,6;25;E15;CANOBASKET|FLGR|0;CANOBASKET|0;9,6
CANOBASKET;FLOWE;0;9,13;30;E16;CANOBASKET|FLOWE|0;CANOBASKET|0;9,13
CANOBASKET;FLROS;0;9,6;25;E15;CANOBASKET|FLROS|0;CANOBASKET|0;9,6
CANOBASKET;FOULA;0;9,72;30;E17;CANOBASKET|FOULA|0;CANOBASKET|0;9,72
CANOBASKET;GRIBL;0;10,8;35;H16;CANOBASKET|GRIBL|0;CANOBASKET|0;10,8
CANOBASKET;INDO;0;9,6;25;E15;CANOBASKET|INDO|0;CANOBASKET|0;9,6
CANOBASKET;LINAZ;0;10,08;30;E16;CANOBASKET|LINAZ|0;CANOBASKET|0;10,08
CANOBASKET;LINPO;0;10,08;30;E16;CANOBASKET|LINPO|0;CANOBASKET|0;10,08
CANOBASKET;LINPR;0;9,72;30;E17;CANOBASKET|LINPR|0;CANOBASKET|0;9,72
CANOBASKET;LINTO;0;9,72;30;E17;CANOBASKET|LINTO|0;CANOBASKET|0;9,72
CANOBASKET;LINYE;0;10,08;30;E16;CANOBASKET|LINYE|0;CANOBASKET|0;10,08
CANOBASKET;MAIBL;0;18,8;50;E16;CANOBASKET|MAIBL|0;CANOBASKET|0;18,8
CANOBASKET;MAIGR;0;10,8;35;E16;CANOBASKET|MAIGR|0;CANOBASKET|0;10,8
CANOBASKET;MATB;0;16,56;50;H15;CANOBASKET|MATB|0;CANOBASKET|0;16,56
CANOBASKET;MULTI;0;9,6;25;E15;CANOBASKET|MULTI|0;CANOBASKET|0;9,6
CANOBASKET;NATUR;0;9,6;25;H16;CANOBASKET|NATUR|0;CANOBASKET|0;9,6
CANOBASKET;ONDE;0;9,6;25;E15;CANOBASKET|ONDE|0;CANOBASKET|0;9,6
CANOBASKET;PDPBL;0;12,6;35;H16;CANOBASKET|PDPBL|0;CANOBASKET|0;12,6
CANOBASKET;PDPRU;0;12,6;35;H16;CANOBASKET|PDPRU|0;CANOBASKET|0;12,6
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;45;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;PERFN;0;14,16;4;E17;CANOBASKET|PERFN|0;CANOBASKET|0;14,16
CANOBASKET;POISB;0;9,6;25;H14;CANOBASKET|POISB|0;CANOBASKET|0;9,6
CANOBASKET;POISN;0;16,56;50;H16;CANOBASKET|POISN|0;CANOBASKET|0;16,56
CANOBASKET;POISR;0;9,6;25;H14;CANOBASKET|POISR|0;CANOBASKET|0;9,6
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;35;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVBL;0;11,28;3;E17;CANOBASKET|RIVBL|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;35;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;RIVRO;0;11,28;3;E17;CANOBASKET|RIVRO|0;CANOBASKET|0;11,28
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;40;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOIOC;0;13,8;4;E17;CANOBASKET|SOIOC|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;40;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;SOISI;0;13,8;4;E17;CANOBASKET|SOISI|0;CANOBASKET|0;13,8
CANOBASKET;TENAC;0;18,8;50;E16;CANOBASKET|TENAC|0;CANOBASKET|0;18,8
CANOBASKET;TENBL;0;16,2;45;H15;CANOBASKET|TENBL|0;CANOBASKET|0;16,2
CANOBASKET;TENGR;0;16,2;45;H15;CANOBASKET|TENGR|0;CANOBASKET|0;16,2
CANOBASKET;TENNA;0;16,2;45;H15;CANOBASKET|TENNA|0;CANOBASKET|0;16,2
CANOBASKET;TOUCA;0;9,13;30;E16;CANOBASKET|TOUCA|0;CANOBASKET|0;9,13
CANOBASKET;TRAP;0;16,56;50;E16;CANOBASKET|TRAP|0;CANOBASKET|0;16,56
CANOBASKET;VEL;0;9,6;25;H15;CANOBASKET|VEL|0;CANOBASKET|0;9,6
CANOBASKET;ZEBRA;0;9,13;30;E16;CANOBASKET|ZEBRA|0;CANOBASKET|0;9,13
CANOBEACH;BLACK;0;11,85;35;E18;CANOBEACH|BLACK|0;CANOBEACH|0;11,85
CANOBEACH;FIREW;0;13,33;40;E18;CANOBEACH|FIREW|0;CANOBEACH|0;13,33
CANOBEACH;HAINA;0;14,4;42;E18;CANOBEACH|HAINA|0;CANOBEACH|0;14,4
CANOBEACH;IBISC;0;13,33;40;E18;CANOBEACH|IBISC|0;CANOBEACH|0;13,33
CANOBEACH;NATUR;0;11,85;35;E18;CANOBEACH|NATUR|0;CANOBEACH|0;11,85
CANOBEACH;TRAPP;0;12,6;38;E17;CANOBEACH|TRAPP|0;CANOBEACH|0;12,6
CANOBEACH;TRBBL;0;12,6;38;E17;CANOBEACH|TRBBL|0;CANOBEACH|0;12,6
CANOBEACH;TRBLA;0;12,6;38;E17;CANOBEACH|TRBLA|0;CANOBEACH|0;12,6
CANOBEACH;TRBLU;0;12,6;38;E17;CANOBEACH|TRBLU|0;CANOBEACH|0;12,6
CANOBEACH;TROPI;0;13,33;40;E18;CANOBEACH|TROPI|0;CANOBEACH|0;13,33
CANOBEACH;TRRED;0;12,6;38;E17;CANOBEACH|TRRED|0;CANOBEACH|0;12,6
CANOBEACH;TRWHI;0;12,6;38;E17;CANOBEACH|TRWHI|0;CANOBEACH|0;12,6
CANOBEACH;VICCO;0;18,24;55;E18;CANOBEACH|VICCO|0;CANOBEACH|0;18,24
CANOCHIC;BLACK;0;9,6;25;E17;CANOCHIC|BLACK|0;CANOCHIC|0;9,6
CANOCHIC;BLUE;0;9,6;25;E17;CANOCHIC|BLUE|0;CANOCHIC|0;9,6
CANOCHIC;BRODE;0;9,72;30;E17;CANOCHIC|BRODE|0;CANOCHIC|0;9,72
CANOCHIC;CARBE;0;9,6;25;H16;CANOCHIC|CARBE|0;CANOCHIC|0;9,6
CANOCHIC;CARCH;0;10,8;30;H16;CANOCHIC|CARCH|0;CANOCHIC|0;10,8
CANOCHIC;CARGR;0;10,8;30;H16;CANOCHIC|CARGR|0;CANOCHIC|0;10,8
CANOCHIC;COBLU;0;9,78;30;H16;CANOCHIC|COBLU|0;CANOCHIC|0;9,78
